customer_id,name,email,sex,age,state,cheq_balance,savings_balance,credit_score,special_offer
299,Maddie Barnby,mbarnby8a@cbslocal.com,Female,64,TX,5183.19,11988.25,652,TRUE
300,Quent Stavers,qstavers8b@yellowpages.com,,11,CA,3521.78,18388,569,TRUE
301,Dyna Budcock,,Female,24,FL,8624.88,4450.2,699,FALSE
302,Johannes Andren,,Female,57,,257.36,13175.56,688,TRUE
303,Benedicta Bansal,bbansal8e@arizona.edu,Male,1,CA,6359.55,,678,FALSE
,Brendin Giaomozzo,bgiaomozzo8f@yahoo.com,Male,68,FL,5207.32,10735.31,714,TRUE
305,Ricard Eadmead,readmead8g@topsy.com,Female,82,CA,3022.46,8676.21,744,FALSE
306,Merrilee Dulwich,mdulwich8h@naver.com,Male,49,TX,7505.99,11109.88,766,FALSE
307,Natividad Simonich,nsimonich8i@scientificamerican.com,Male,76,NY,2041.97,15333.41,809,FALSE
308,Lainey Giaomozzo,lgiaomozzo8j@bandcamp.com,Female,39,TX,8377.86,4892.88,681,FALSE
309,Seka Beringer,sberinger8k@ucoz.ru,Female,3,TX,6692.06,14391.7,,FALSE
310,Mohandis Rickford,mrickford8l@foxnews.com,Female,26,FL,2708.78,13445.51,813,TRUE
311,Tony Fisby,tfisby8m@webs.com,Female,29,FL,8327.63,14093.97,737,TRUE
312,Bent Moorwood,bmoorwood8n@redcross.org,Female,23,TX,608.86,,575,TRUE
,Marcella Casado,mcasado8o@ning.com,,19,TX,856.04,3496.44,713,FALSE
314,Bettina Mordanti,bmordanti8p@about.me,Male,8,FL,4650.02,9343.1,,TRUE
315,Idelle Halbert,ihalbert8q@wired.com,Female,104,CA,9524.94,,663,FALSE
316,Bea Moyce,bmoyce8r@auda.org.au,,25,TX,8746.92,15939.77,651,TRUE
317,Vivienne Dunge,vdunge8s@bravesites.com,,103,TX,4757.26,12871.63,787,FALSE
318,Wolfie Tucsell,wtucsell8t@privacy.gov.au,Female,48,TX,6136.93,18075.06,765,FALSE
319,Sella Vanyushin,svanyushin8u@soup.io,Female,8,FL,2373.81,19200.11,688,TRUE
320,Kerwinn Dohmann,,,119,TX,7418.93,8228.49,686,FALSE
321,Manolo Fonteyne,mfonteyne8w@princeton.edu,Female,89,CA,9772.82,5704.85,570,FALSE
322,Lou Jancey,,Male,54,CA,5674.8,16405.46,558,TRUE
323,Hamil Forsdyke,hforsdyke8y@ifeng.com,Male,94,TX,8872.75,4839.32,632,TRUE
324,Millisent Raun,,Male,39,TX,5635.52,16303.78,,TRUE
325,Viviana McPake,,Male,7,NY,6878.06,16696.63,802,TRUE
326,Sybilla Cooling,,Female,,CA,6664.19,,592,FALSE
327,Hilda Ovize,hovize92@g.co,Female,83,CA,8741.97,16050.75,734,TRUE
328,Adams Pinks,apinks93@illinois.edu,Male,24,FL,7454.71,7471.7,683,FALSE
329,Marie-jeanne Sturdey,,Female,82,FL,9701.03,280.82,647,FALSE
330,Danyelle Deval,ddeval95@usa.gov,,47,FL,2081.35,,766,TRUE
331,Dante Artiss,dartiss96@bloglines.com,Male,55,CA,2936.71,13062.87,803,TRUE
332,Yolanda Cornewell,ycornewell97@ovh.net,Male,22,TX,3335.51,6393.83,798,FALSE
333,Whittaker Basill,wbasill98@miitbeian.gov.cn,Female,75,TX,2744.97,1982.15,620,FALSE
334,Elicia Bousler,ebousler99@arizona.edu,Female,52,TX,3606.39,17279.07,570,FALSE
335,Zachery Drew-Clifton,zdrewclifton9a@mail.ru,Female,64,CA,6583.29,16927.98,813,FALSE
336,Almeda Mundie,amundie9b@ebay.com,Male,88,TX,2976.66,14072.41,673,FALSE
337,Kassie Hallewell,,Female,67,NY,1730.38,3403.51,722,FALSE
338,Nanine Espie,nespie9d@vkontakte.ru,Male,119,FL,8353.24,,571,FALSE
339,Hamid Swynley,hswynley9e@people.com.cn,Female,87,FL,1245.74,8869.53,643,TRUE
340,Hobie Hartridge,hhartridge9f@tripadvisor.com,Male,76,FL,9656.92,5136.14,608,FALSE
341,Vasili Castlake,,Male,14,CA,6726.33,,808,FALSE
342,Julianna Fretwell,jfretwell9h@dmoz.org,Male,3,CA,3855.86,7367.06,786,TRUE
343,Willy Caldow,wcaldow9i@mapy.cz,Male,120,TX,,18204.08,,FALSE
344,Nichole Brunn,nbrunn9j@odnoklassniki.ru,Male,10,CA,5225.37,10720.66,806,TRUE
345,Gerick Van Haeften,gvan9k@t-online.de,,23,TX,48.76,12708.96,657,FALSE
346,Garvy Vanichkin,,,,FL,7498.61,14974.61,610,FALSE
347,Harriett Beardow,hbeardow9m@ovh.net,Female,61,CA,3999,7019.31,607,FALSE
348,Adena Trowill,atrowill9n@marriott.com,Male,76,TX,7164.68,8414.24,725,FALSE
349,Pat Cowans,pcowans9o@infoseek.co.jp,Male,108,CA,6548.69,16132.99,737,TRUE
350,Domenico de Quincey,,Male,102,TX,3272.47,4931.63,552,FALSE
351,Cortney Lamperd,clamperd9q@dailymail.co.uk,Male,28,CA,7019.81,3187.49,583,TRUE
352,Annaliese Inderwick,ainderwick9r@diigo.com,Male,80,TX,1071.8,,579,FALSE
353,Isadora Yashnov,iyashnov9s@altervista.org,Male,32,TX,8689.49,9465.37,672,TRUE
354,Britt Krug,bkrug9t@cnet.com,Male,,CA,8329.91,12850.4,787,FALSE
355,Hailey Walewicz,hwalewicz9u@youtube.com,Female,,CA,,6940.56,612,FALSE
356,Berky Gozney,bgozney9v@reverbnation.com,,7,TX,2575.59,13497.9,607,FALSE
357,Jeni Keepe,jkeepe9w@cornell.edu,Female,93,CA,2565.61,10581.33,685,FALSE
358,Elisha Camplen,,Male,62,CA,4794.5,1596.55,739,FALSE
359,Finley Dwelling,fdwelling9y@wikipedia.org,Male,54,CA,3014.92,5346.37,817,TRUE
360,Rorke Stallion,rstallion9z@deviantart.com,Female,89,NY,5690.76,13262.81,,FALSE
361,Eadie Flips,eflipsa0@timesonline.co.uk,Female,35,TX,2832.1,19871.77,,FALSE
362,Roselle Ainsby,rainsbya1@reverbnation.com,Male,51,CA,40.23,8387.56,696,TRUE
363,Linn Knapp,lknappa2@reference.com,,33,,1264.59,7558.35,,FALSE
364,Martina MacNelly,mmacnellya3@naver.com,Female,116,FL,2097.18,6842.15,703,TRUE
365,Idelle Cansdell,icansdella4@who.int,Male,105,NY,9351.2,12875.34,583,FALSE
366,Myrle Vanner,mvannera5@nba.com,,108,FL,9487.16,12413.03,651,FALSE
367,Vinson Hatherill,vhatherilla6@meetup.com,,95,CA,9221.82,8307.2,744,FALSE
368,Dame Walkinshaw,dwalkinshawa7@mozilla.org,Female,61,,6841.92,9005.93,686,FALSE
369,Marinna Shine,mshinea8@google.com.au,Male,39,CA,7383.78,9787.25,556,FALSE
370,Cyril Gillbanks,cgillbanksa9@ebay.co.uk,Female,96,TX,6083.74,16451.18,754,FALSE
371,Nicky Gallard,ngallardaa@cnn.com,Male,88,FL,5499.59,1497.56,599,TRUE
372,Yasmin Kensett,ykensettab@indiatimes.com,Female,16,CA,1209.98,5954.73,665,TRUE
373,Ashlen Millbank,amillbankac@mit.edu,Male,1,FL,6240.3,,594,FALSE
374,Ellene Kurten,ekurtenad@nbcnews.com,Female,64,CA,3804.07,,683,TRUE
375,Janifer Sambals,jsambalsae@mysql.com,Male,74,,9880.15,8759.89,744,FALSE
376,Brittaney Dahlen,,Male,22,CA,6947.88,7942.96,761,TRUE
377,Cristine Daddow,cdaddowag@wix.com,Male,109,FL,4925.32,2354.14,716,TRUE
378,Shea Swyndley,sswyndleyah@elpais.com,,56,,5711.28,,829,TRUE
379,Jeffrey Rentoll,jrentollai@studiopress.com,Female,81,NY,8295.89,,635,TRUE
380,Eadith Rubinshtein,erubinshteinaj@opensource.org,Female,18,TX,4276.11,11709.03,773,TRUE
381,Errol Maypowder,emaypowderak@unicef.org,Female,,FL,3596.67,15263.44,726,FALSE
382,Rudd Bassford,,Female,9,FL,8257.61,12856.58,771,TRUE
383,Joline Thombleson,jthomblesonam@patch.com,Female,45,CA,8414.51,4781.24,788,TRUE
384,Hobart Ganforth,hganforthan@histats.com,Male,36,CA,8561.02,3357.25,797,TRUE
385,Marthe Lindholm,mlindholmao@netlog.com,Female,113,NY,2488.29,6032.53,615,TRUE
386,Shayla Kilgannon,skilgannonap@army.mil,Male,,TX,6698.67,11403.09,654,TRUE
387,Pembroke Monsey,pmonseyaq@globo.com,Male,77,CA,6141.26,12840.59,694,TRUE
388,Carlyn Noel,cnoelar@hatena.ne.jp,Female,43,,5058.22,,705,TRUE
389,Sascha Demonge,,Female,47,CA,8607.74,5823.29,660,TRUE
390,Adair Gotch,agotchat@sciencedirect.com,Male,95,FL,4804.14,12462.22,642,TRUE
391,Sheff Melmar,smelmarau@altervista.org,Female,106,CA,619.31,,,FALSE
392,Gretchen Tomasini,gtomasiniav@wired.com,Male,99,CA,5030.83,1561.42,692,TRUE
393,Dmitri Spur,dspuraw@exblog.jp,Female,36,FL,5592.52,14341.57,744,TRUE
394,Daria Podbury,dpodburyax@goodreads.com,Female,46,TX,9891.31,2864.52,554,TRUE
395,Obadiah Littlechild,olittlechilday@wp.com,,37,TX,9575.85,14936.82,620,FALSE
396,Panchito Andreix,pandreixaz@fotki.com,Male,104,NY,563.8,5287.35,679,FALSE
397,Morgan Tilburn,mtilburnb0@exblog.jp,Male,3,FL,9559.22,7691.26,702,FALSE
398,Ailbert Aggis,aaggisb1@foxnews.com,Male,79,TX,5477.38,17889.57,676,FALSE
399,Luise Boult,lboultb2@ezinearticles.com,Female,61,CA,608,6605.41,638,FALSE
400,Teresita Ten Broek,ttenb3@wp.com,Female,8,NY,2664.73,1781.89,565,TRUE
401,Lanae Downse,ldownseb4@seesaa.net,,84,FL,7534.13,1429.8,677,FALSE
402,Cristine Casol,ccasolb5@google.com.au,Male,,FL,2453.92,14947.99,787,FALSE
403,Wenonah Urridge,wurridgeb6@ca.gov,Male,62,TX,4748.3,6618.25,554,FALSE
404,Morty Gothard,mgothardb7@so-net.ne.jp,Male,27,NY,9790.24,13219.56,579,TRUE
405,Darwin Conquest,dconquestb8@washington.edu,Female,76,NY,1755.01,2230.24,740,FALSE
406,Danita Shakle,dshakleb9@telegraph.co.uk,,51,FL,571.38,4082.45,596,TRUE
,Cecily Scriver,cscriverba@mysql.com,Male,103,FL,1013.81,15775.27,,TRUE
408,Goldie Norwich,gnorwichbb@ucla.edu,Female,80,CA,,10513.46,552,TRUE
409,Lammond Norrie,lnorriebc@ning.com,Male,87,FL,4402.62,717.27,732,FALSE
410,Wilt Mewton,wmewtonbd@cam.ac.uk,Female,46,TX,4450.04,12664.57,803,TRUE
411,Ginevra Camamill,gcamamillbe@state.tx.us,Female,98,CA,3685.94,8896.77,608,FALSE
412,Igor Phillput,iphillputbf@cargocollective.com,Female,66,CA,1137.1,17594.6,783,TRUE
413,Nappy Cristofolo,,Female,10,TX,3275.68,13979.24,584,FALSE
414,Jessika Venmore,jvenmorebh@state.gov,Male,90,CA,8919.42,4724.37,757,TRUE
415,Cathryn Chaplin,cchaplinbi@over-blog.com,Female,108,FL,2412.85,16557.43,698,TRUE
416,Mickie Woolaston,,Female,12,TX,8810.33,19863.69,755,TRUE
417,Violet Scryne,vscrynebk@scientificamerican.com,Male,10,NY,,17057.91,756,TRUE
418,Irene Sadlier,isadlierbl@livejournal.com,Female,118,NY,9784.44,9945.72,730,FALSE
419,Brooks Lownsbrough,,Female,35,TX,7621.34,2143.86,756,TRUE
420,Erroll Boarder,eboarderbn@ed.gov,,104,TX,6295.36,17277.95,680,FALSE
421,Delphine Searson,dsearsonbo@rediff.com,Male,1,CA,42.54,12291.81,697,TRUE
422,Dayle Lafuente,dlafuentebp@cam.ac.uk,Female,52,NY,3251.77,9591.84,826,FALSE
423,Miner Cockling,mcocklingbq@cam.ac.uk,Male,,NY,5203.35,5919.49,,TRUE
424,Derby Canner,dcannerbr@sakura.ne.jp,Female,87,TX,2826.8,3947.16,748,FALSE
,Darb Edgar,,Male,36,TX,1354.3,0.41,677,FALSE
426,Darrin Pollett,dpollettbt@dot.gov,Female,87,CA,2758.73,327.63,609,TRUE
427,Minette Annott,,Female,,FL,755.57,4453.23,558,TRUE
428,Prince Bawcock,pbawcockbv@liveinternet.ru,Female,52,FL,4560.55,,629,FALSE
429,Perice Lidgard,plidgardbw@altervista.org,,75,TX,90.73,10186.17,778,FALSE
430,Langston Sweating,lsweatingbx@google.es,Male,85,TX,1874.1,11241.68,739,TRUE
431,Laurice Garwell,lgarwellby@time.com,Male,82,CA,106.69,6987.86,800,FALSE
432,Gaspar Tomanek,gtomanekbz@howstuffworks.com,Male,0,TX,3730.93,17912.79,747,FALSE
433,Nicol Bachanski,nbachanskic0@bluehost.com,Male,95,NY,3208.71,14501.36,768,TRUE
434,Harcourt Blest,hblestc1@ox.ac.uk,Male,63,,360.1,18081.95,823,TRUE
435,Esmaria Benne,ebennec2@bloomberg.com,Male,15,TX,7717.01,3060.33,702,TRUE
436,Alisun Fitchen,afitchenc3@hibu.com,Male,65,NY,1606.99,15601.67,783,FALSE
437,Ogden Ratley,oratleyc4@cbc.ca,Female,,TX,9028.93,,677,FALSE
438,Hildagard Gottschalk,hgottschalkc5@usgs.gov,Female,53,FL,4930.72,5700.94,583,FALSE
439,Sande Soame,ssoamec6@prlog.org,Male,15,FL,8939.77,1219.68,827,FALSE
440,Joy Chadwell,jchadwellc7@sogou.com,Male,80,FL,8748.01,4336.16,,FALSE
441,Page Ivanenkov,pivanenkovc8@java.com,Female,58,TX,1006.85,17276.37,751,FALSE
442,Garv Romaine,gromainec9@ftc.gov,Male,49,TX,6300.22,3094.96,734,FALSE
443,Gibby Tours,,Female,,TX,8236.52,6392.95,583,FALSE
444,Nixie Van Giffen,,Male,58,CA,3537.54,9207.64,628,FALSE
445,Margette MacNeilage,mmacneilagecc@vkontakte.ru,,106,TX,2478.76,3152.84,699,FALSE
446,Annmarie Lasty,alastycd@edublogs.org,Male,20,FL,9874.77,9285.87,694,FALSE
447,Mattias Kingdom,,Male,33,TX,6349.15,4033.27,745,TRUE
448,Janek Christer,jchristercf@netscape.com,,,FL,2687.63,16608.68,812,TRUE
449,Gilles Proppers,gpropperscg@google.fr,Male,80,TX,8183.71,19065.51,580,TRUE
450,Julie Hunt,jhuntch@cargocollective.com,,92,TX,2641.83,516.37,560,TRUE
451,Quintilla Ahlf,qahlfci@dell.com,Female,118,TX,8928.95,18874.83,802,TRUE
452,Taddeusz Aiers,taierscj@elegantthemes.com,Male,109,TX,7254.17,16149.61,584,TRUE
453,Sylvester Tingey,stingeyck@howstuffworks.com,Male,0,CA,75.63,,,FALSE
454,Lea Brigshaw,lbrigshawcl@nhs.uk,,44,TX,755.98,3675.58,822,TRUE
455,Sharyl Chavez,schavezcm@senate.gov,Female,114,NY,8823.02,4716.97,635,FALSE
456,Devora Brockett,dbrockettcn@nhs.uk,Male,27,TX,4456.49,985.72,,TRUE
457,Shandy Hearley,shearleyco@1688.com,Male,88,NY,1790.28,10308.93,689,TRUE
458,Edmund Heers,eheerscp@alexa.com,,32,FL,7935.15,,613,TRUE
459,Emogene Markie,,Female,93,NY,3641.62,12223.52,748,FALSE
460,Leda Nagle,lnaglecr@forbes.com,Female,,,4394.64,19467.09,,TRUE
461,Cart Risbridge,crisbridgecs@joomla.org,Male,78,FL,4802.47,18712.34,611,FALSE
462,Lucina Thomtson,lthomtsonct@last.fm,,105,CA,7986.04,14759.03,,FALSE
463,Nickie Gerding,ngerdingcu@indiegogo.com,,0,TX,6909.22,19411.28,587,TRUE
464,Nikkie Gilbard,,Male,7,NY,4969.56,8138.51,562,FALSE
465,Elihu Zannuto,,,,TX,7942.12,7605.4,552,FALSE
466,Lira Dartan,ldartancx@cafepress.com,Male,13,NY,5438.21,13175.37,764,TRUE
467,Laurence Billiard,lbilliardcy@nasa.gov,Male,64,CA,2398.8,5980.37,560,TRUE
468,Blake Terlinden,bterlindencz@stumbleupon.com,Female,42,NY,205.39,2821.25,746,FALSE
469,Eolanda Osman,eosmand0@google.com.au,,110,TX,7894.35,8604.8,575,FALSE
470,Jaclin Attewill,jattewilld1@newyorker.com,Female,,FL,1515.26,12537.03,589,TRUE
471,Kearney Tripe,ktriped2@godaddy.com,,103,FL,8558.45,7833.86,558,TRUE
472,Marcelline Beckley,mbeckleyd3@unicef.org,,16,CA,6771.29,15351.42,741,FALSE
473,Ileana Biernacki,ibiernackid4@skype.com,Male,69,TX,3424.19,3489.23,724,TRUE
,Rodie Stamper,rstamperd5@sun.com,Male,31,CA,4730.27,15715.34,,TRUE
475,Cecilla Farbrace,,Female,73,CA,6023.66,17112.99,652,TRUE
476,Cordy Crabtree,ccrabtreed7@virginia.edu,Female,23,TX,6774.8,1026.66,632,FALSE
477,Noach O'Brian,nobriand8@dmoz.org,Female,28,TX,7583.34,10510.82,650,TRUE
478,Wade Farmery,wfarmeryd9@fema.gov,Male,13,TX,6803.46,6049.32,560,TRUE
479,Dalli Rochford,drochfordda@liveinternet.ru,Female,,CA,5906.7,14180.47,797,FALSE
480,Lenci Grassett,lgrassettdb@yellowpages.com,Female,77,CA,5392.8,15391.97,610,FALSE
481,Amaleta Tapping,atappingdc@unesco.org,Male,18,CA,6324.76,2070.72,743,FALSE
482,Steffane Showen,sshowendd@dailymotion.com,Male,111,FL,9197.94,1412.74,729,FALSE
483,Linea Mahaddy,lmahaddyde@globo.com,Male,10,NY,5220.51,12893.84,709,FALSE
484,Cad Somerlie,csomerliedf@about.com,Male,24,TX,1698.41,11973.63,,FALSE
485,Joleen Espinazo,jespinazodg@usgs.gov,Male,29,FL,2690.11,17264.16,748,FALSE
486,Roddie Benedito,rbeneditodh@pbs.org,Male,70,CA,5062.92,11440.06,805,TRUE
487,Augustin Petroselli,apetrosellidi@nhs.uk,Female,31,TX,7385.8,14781.91,733,TRUE
488,Cesar Atwel,catweldj@samsung.com,Female,,FL,3391.32,7938.7,733,FALSE
489,Andras Curnokk,acurnokkdk@bbb.org,Female,9,FL,6895.99,15422.04,822,FALSE
490,Lombard Ughini,lughinidl@jalbum.net,Female,70,TX,2969.35,19842.97,567,FALSE
491,Jennine Bullard,,Male,67,FL,5449.23,5401.92,555,TRUE
492,Dorry Sandercock,dsandercockdn@pagesperso-orange.fr,Female,,FL,840.83,2043.21,688,TRUE
493,Bibby Proback,,,17,NY,7220.48,200.94,584,TRUE
494,Carlene Corteney,,,120,TX,7501.74,17565.4,,TRUE
495,Dorene Pedel,dpedeldq@cyberchimps.com,Male,36,FL,4158.85,11429.87,558,TRUE
496,Julie Brierton,jbriertondr@pagesperso-orange.fr,Female,2,CA,3937.39,13435.06,663,TRUE
497,Nicolea Viegas,nviegasds@theguardian.com,,,NY,6082.47,877.54,647,FALSE
498,Madelon Fermoy,mfermoydt@1688.com,Male,91,CA,3389.66,15874.74,646,TRUE
499,Zaccaria Bartul,,Male,71,FL,1621.38,5209.13,674,TRUE
500,Powell Quarton,,Female,92,FL,9721.84,651.35,742,TRUE
501,Lainey Balthasar,,Female,61,FL,6671.94,,735,TRUE
502,Lennie Rowson,,Male,3,CA,8300.05,16648.18,,FALSE
503,Franklin Lythgoe,flythgoedy@behance.net,,52,TX,2653.82,16998.39,570,FALSE
504,Simone Pheasey,spheaseydz@chicagotribune.com,Male,10,FL,6552.49,673.21,676,TRUE
505,Verne Mantha,vmanthae0@4shared.com,Female,77,TX,7144.18,2661.44,802,TRUE
506,Pavia Marzello,pmarzelloe1@mozilla.com,Male,5,FL,3823.23,,743,TRUE
507,Carola Lownds,clowndse2@uTX.edu,Female,96,CA,9767.5,,803,FALSE
508,Chryste Van Vuuren,cvane3@cdbaby.com,Female,100,TX,4378.2,,582,TRUE
509,Karoly Sobczak,ksobczake4@about.com,Female,76,NY,2375.53,2165.45,559,TRUE
510,Roz Tacon,,Male,,,466.86,10112.54,692,FALSE
511,Suellen Whittock,swhittocke6@msn.com,Female,21,TX,2692.74,,773,FALSE
512,Milton Davidovich,mdavidoviche7@symantec.com,Female,80,FL,4118.23,11656.55,605,TRUE
513,Ricard Jenteau,rjenteaue8@boston.com,Male,11,TX,6358.52,11103.15,648,FALSE
514,Laurene Lewisham,llewishame9@google.com.br,,116,TX,2620.65,,767,TRUE
515,Gustav Delahunt,,Male,87,TX,3542.41,,802,FALSE
516,Mirilla Baynard,mbaynardeb@t-online.de,Male,40,CA,4478.55,2865.48,729,FALSE
517,Christan Authers,cauthersec@free.fr,,106,TX,4660.14,,594,FALSE
518,Kaylee Brisset,,Female,28,CA,2191.57,13851.06,669,FALSE
519,Quincey Emerson,,Male,108,NY,419.46,8185.39,643,FALSE
520,Kira Overton,kovertonef@oracle.com,Female,88,TX,4798.9,10584.33,759,FALSE
,Annalise Doorly,adoorlyeg@php.net,,63,TX,1738.92,17831.46,557,FALSE
522,Bellina Bretland,,Male,101,TX,2689.53,8694.38,748,FALSE
523,Baxy Eagling,beaglingei@dell.com,,21,NY,5310.15,19422.66,649,TRUE
524,Loralyn Berndtssen,lberndtssenej@skype.com,Female,90,FL,1098.13,8703.65,,FALSE
525,Gale Phizacklea,gphizackleaek@salon.com,Male,13,NY,7482.9,8146.74,698,FALSE
526,Lurline Eason,leasonel@tumblr.com,Female,69,CA,3004.8,8914.98,588,FALSE
527,Joyann Grimmett,jgrimmettem@hubpages.com,Male,1,CA,,17220.35,772,FALSE
528,Elsa Mattiuzzi,emattiuzzien@tiny.cc,Male,48,TX,5483.32,17700.2,,TRUE
529,Carol-jean Crookall,ccrookalleo@paginegialle.it,Male,91,FL,3365.75,2147.93,693,TRUE
530,Malanie Baily,mbailyep@yandex.ru,Female,5,FL,9413.97,8148.62,605,TRUE
531,Kliment Stango,,Male,,FL,4940.03,11174.48,792,FALSE
532,Eartha Croson,ecrosoner@nps.gov,Female,113,TX,7874.46,13481.26,570,FALSE
533,Gene Huebner,ghuebneres@creativecommons.org,Female,111,NY,2532.1,10677.9,745,TRUE
534,Garrik Solesbury,gsolesburyet@alexa.com,,113,FL,690.92,2769.12,679,FALSE
535,Ofilia Cardoo,ocardooeu@chron.com,Male,,FL,2557.79,4659.64,678,FALSE
536,Aubine Haylor,ahaylorev@ox.ac.uk,Male,49,CA,8837.65,14626.75,568,FALSE
537,Eden Rigg,eriggew@list-manage.com,Female,29,FL,2821.56,9433.8,769,FALSE
538,Catherine Giscken,cgisckenex@xrea.com,Female,114,TX,5803.54,8880.3,558,FALSE
539,Ruthi Braven,rbraveney@wordpress.org,Male,70,TX,3318.88,17827.47,617,FALSE
540,Amelina Windows,awindowsez@1und1.de,Male,12,TX,913.6,4014.12,712,FALSE
541,Olva Ewestace,oewestacef0@addtoany.com,Male,84,TX,8036.8,8644.37,583,TRUE
542,Pansie Heaysman,pheaysmanf1@howstuffworks.com,Male,,FL,9854.39,6163.92,785,TRUE
543,Edythe Scocroft,escocroftf2@nature.com,Female,93,CA,478.94,1257.43,823,FALSE
544,Reena Gilardengo,rgilardengof3@sciencedirect.com,Male,84,CA,3118.57,14092.56,688,FALSE
545,Kevan Bredgeland,,Male,52,NY,8577.95,14707.33,815,TRUE
546,Benedicto Wybourne,bwybournef5@yahoo.com,Female,50,,3795.98,10232.59,724,TRUE
547,Fredelia Kenwyn,fkenwynf6@illinois.edu,,18,TX,6572.68,,668,FALSE
,Gerardo Legging,,Female,100,CA,7476.88,1523.2,768,FALSE
549,Kally Beane,,Female,,NY,,3157.39,797,TRUE
550,Angel Paynes,apaynesf9@reddit.com,,48,CA,9923.61,18034.18,755,TRUE
551,Irma Vowels,,Female,8,TX,6036.51,6636.35,738,TRUE
552,Vinni White,vwhitefb@examiner.com,Male,18,NY,4392.8,,812,TRUE
553,Jesse Ellson,jellsonfc@desdev.cn,Female,51,FL,2631.21,6557.13,738,FALSE
554,Binny Anthonsen,banthonsenfd@google.it,,104,TX,7982.57,18148.09,687,FALSE
555,Ginelle Dupoy,gdupoyfe@nbcnews.com,Female,108,FL,5047.29,466.71,645,FALSE
556,Adelind Amerighi,aamerighiff@washingtonpost.com,Female,40,,7947.35,1569.73,723,FALSE
557,Brewster Imeson,bimesonfg@senate.gov,Male,46,TX,5355.15,11868.52,817,FALSE
558,Kristofer Cockitt,kcockittfh@baidu.com,,,FL,6391.34,14377.03,819,TRUE
559,Vasili Garlant,vgarlantfi@xrea.com,Male,19,TX,6748.48,8415.21,724,TRUE
560,Maxwell Mussotti,mmussottifj@loc.gov,Female,87,CA,,8834.63,676,TRUE
561,Pall Reihill,preihillfk@mozilla.org,Male,115,CA,6781.05,5273.52,796,FALSE
562,Ema MacNeil,emacneilfl@rediff.com,Male,7,TX,6901.62,11703.36,569,TRUE
563,Elayne Ricarde,ericardefm@yellowpages.com,Female,7,CA,466.93,12819.99,776,TRUE
564,Hubey Zelake,hzelakefn@jugem.jp,Female,24,NY,2855.45,19335.86,606,FALSE
565,Ulrica Abramovitch,uabramovitchfo@jalbum.net,Female,113,TX,7911.57,6874.44,707,FALSE
566,Afton Iashvili,aiashvilifp@istockphoto.com,Female,44,TX,9828.66,8939.52,636,FALSE
567,Sauncho Haswall,shaswallfq@t-online.de,Male,51,CA,499.75,4868.27,,TRUE
568,Darell Klimecki,dklimeckifr@dmoz.org,Female,,NY,8488.71,10365.51,653,FALSE
569,Pancho Beri,pberifs@google.fr,Female,,CA,6213.89,4676.49,643,FALSE
570,Gertie Talkington,gtalkingtonft@canalblog.com,Female,52,FL,1482.57,15565.09,,TRUE
571,Nissie Sinnatt,nsinnattfu@yellowpages.com,Female,27,CA,933.09,17728.58,725,TRUE
572,Susan Debling,sdeblingfv@bandcamp.com,Female,,NY,7238.5,9027,734,TRUE
573,Charlton McCarrison,cmccarrisonfw@virginia.edu,Female,44,CA,320.43,17061.71,595,FALSE
574,Lacie Asee,laseefx@statcounter.com,Male,99,CA,6514.59,19776.87,804,FALSE
575,Casey Linsey,clinseyfy@businessweek.com,Male,82,NY,7478.84,841.51,587,FALSE
576,Kynthia Fargie,kfargiefz@paginegialle.it,Male,117,FL,9268.05,14855.68,569,FALSE
577,Cristionna Brownsett,,Female,12,CA,5.83,190.88,654,TRUE
578,Mikael Blucher,,Male,104,CA,8672.5,,673,FALSE
579,Adolphe Hearson,ahearsong2@a8.net,Female,20,CA,2507.9,13983.88,579,FALSE
580,Brocky Creavan,bcreavang3@zdnet.com,Male,101,,5144.76,,606,TRUE
581,Sabra Blanque,sblanqueg4@themeforest.net,Male,35,CA,3980.27,,750,FALSE
582,Avictor McGreal,amcgrealg5@blogs.com,Male,,TX,5301.04,616.25,768,FALSE
583,Elsa Gunton,eguntong6@stanford.edu,Male,88,CA,763.75,11750.65,581,FALSE
584,Dulcine Ellson,dellsong7@disqus.com,Male,,TX,5524.58,,781,FALSE
585,Cleo Glasspoole,cglasspooleg8@nymag.com,Male,44,FL,7897.5,19099.94,693,TRUE
586,Delia Sumpter,dsumpterg9@phpbb.com,Male,61,,6979.8,19650.63,709,TRUE
587,Harris Baldick,hbaldickga@jiathis.com,Female,76,TX,8026.18,17433.31,569,FALSE
588,Cornell Streetfield,cstreetfieldgb@mac.com,Female,35,FL,8447.86,,787,FALSE
589,Orbadiah Wettern,owetterngc@opera.com,Female,,NY,385.13,6949.2,792,TRUE
590,Leora Ogglebie,,Female,100,FL,5966.19,1108.32,,TRUE
591,Lorena Bortolomei,lbortolomeige@chicagotribune.com,Male,57,CA,4211.3,5787.74,605,TRUE
592,Beverlie Rotham,brothamgf@ed.gov,Male,88,CA,2889.84,1570.05,714,FALSE
593,Rad Coomber,rcoombergg@istockphoto.com,Male,77,CA,961.71,,562,TRUE
594,Tait Cammack,tcammackgh@intel.com,Male,20,NY,7435.79,14458.64,787,FALSE
595,Torry Verryan,tverryangi@amazon.de,Female,108,TX,6259.02,3463.52,604,FALSE
